scenario,endpoint,gmr_geo,n_R_mean,n_T_mean,n_trials,mechanism,direction,target,multiplier,auc_ratio,cmax_ratio,truth,rel_bias_pct,model
F_down_095,AUCinf_true,0.949061316772675,117,117,2000,F,down,0.95,0.968646613771892,0.949920923227653,0.96370327443162,0.949920923227653,-0.0904924224699788,k2016
F_down_095,AUClast,0.948159326742502,117,117,2000,F,down,0.95,0.968646613771892,0.949920923227653,0.96370327443162,0.949920923227653,-0.185446645302378,k2016
F_down_095,Cmax,0.962409785678585,117,117,2000,F,down,0.95,0.968646613771892,0.949920923227653,0.96370327443162,0.96370327443162,-0.134220645228966,k2016
F_up_105,AUCinf_A,1.04534485406473,94.0885,95.126,2000,F,up,1.05,1.03102311106189,1.05014915104572,1.03592599365433,1.05014915104572,-0.457487108017651,k2016
F_up_105,AUCinf_B,1.04760183991947,115.373,115.631,2000,F,up,1.05,1.03102311106189,1.05014915104572,1.03592599365433,1.05014915104572,-0.242566603392913,k2016
F_up_105,AUCinf_C,1.05018746348336,117,117,2000,F,up,1.05,1.03102311106189,1.05014915104572,1.03592599365433,1.05014915104572,0.00364828535084349,k2016
F_up_105,AUCinf_true,1.04922501024778,117,117,2000,F,up,1.05,1.03102311106189,1.05014915104572,1.03592599365433,1.05014915104572,-0.0880009089206824,k2016
F_up_105,AUClast,1.05058752609163,117,117,2000,F,up,1.05,1.03102311106189,1.05014915104572,1.03592599365433,1.05014915104572,0.0417440746843134,k2016
F_up_105,Cmax,1.03559380357027,117,117,2000,F,up,1.05,1.03102311106189,1.05014915104572,1.03592599365433,1.03592599365433,-0.0320669706229793,k2016
F_up_111,AUCinf_A,1.10035379534089,94.0885,95.9945,2000,F,up,1.11,1.06768310109284,1.11014483266865,1.07839339714921,1.11014483266865,-0.881960356849987,k2016
F_up_111,AUCinf_B,1.10544013910681,115.373,115.8655,2000,F,up,1.11,1.06768310109284,1.11014483266865,1.07839339714921,1.11014483266865,-0.423790970636373,k2016
F_up_111,AUCinf_C,1.11086318066756,117,117,2000,F,up,1.11,1.06768310109284,1.11014483266865,1.07839339714921,1.11014483266865,0.0647075928985386,k2016
F_up_111,AUCinf_true,1.10918307144005,117,117,2000,F,up,1.11,1.06768310109284,1.11014483266865,1.07839339714921,1.11014483266865,-0.0866338517547027,k2016
F_up_111,AUClast,1.11191206184813,117,117,2000,F,up,1.11,1.06768310109284,1.11014483266865,1.07839339714921,1.11014483266865,0.159189065019061,k2016
F_up_111,Cmax,1.07863720070006,117,117,2000,F,up,1.11,1.06768310109284,1.11014483266865,1.07839339714921,1.07839339714921,0.0226080344606139,k2016
F_up_118,AUCinf_A,1.16433220039968,94.0885,96.8715,2000,F,up,1.18,1.10996727771422,1.18028837690496,1.12739272277036,1.18028837690496,-1.35188796378094,k2016
