model,scenario,mechanism,direction,target,multiplier,endpoint,truth_metric,true_ratio,truth_se_log,n_trials,mean_log_gmr,bias_log,bias_mc_se,bias_lo,bias_hi,bias_pct,toward_one,bias_toward_one_log,note
k2020,V2_up_080,V2,up,0.8,2.27730854120339,Cmax,Cmax,0.890882568755657,0.000101262867263022,20000,-0.133137458417402,-0.0175948010883707,0.000306303402866389,-0.0181951447263308,-0.0169944574504105,-1.74409164208285,FALSE,-0.0175948010883707,""
k2020,V2_up_080,V2,up,0.8,2.27730854120339,AUClast,AUC0-inf,0.79979742585522,7.02790976185975e-05,20000,-0.219284794508858,0.00411200655133701,0.00037089870373567,0.0033850584501025,0.00483895465257151,0.412047245024261,TRUE,0.00411200655133701,""
k2020,V2_up_080,V2,up,0.8,2.27730854120339,AUCinf_A,AUC0-inf,0.79979742585522,7.02790976185975e-05,20000,-0.256472985378484,-0.0330761843182893,0.000370773718775964,-0.0338028874535042,-0.0323494811830745,-3.25351488687989,FALSE,-0.0330761843182893,""
k2020,V2_up_080,V2,up,0.8,2.27730854120339,AUCinf_B,AUC0-inf,0.79979742585522,7.02790976185975e-05,20000,-0.228125547674891,-0.00472874661469602,0.000360564133585187,-0.00543543933063988,-0.00402205389875217,-0.471758369489428,FALSE,-0.00472874661469602,""
k2020,V2_up_080,V2,up,0.8,2.27730854120339,AUCinf_C,AUC0-inf,0.79979742585522,7.02790976185975e-05,20000,-0.220271465092334,0.00312533596786122,0.000367780163676575,0.00240450009282688,0.00384617184289555,0.313022492219872,TRUE,0.00312533596786122,""
k2020,V2_up_080,V2,up,0.8,2.27730854120339,AUCinf_Ai,AUC0-inf,0.79979742585522,7.02790976185975e-05,20000,-0.239244419111965,-0.0158476180517704,0.000366591315167359,-0.0165661238265436,-0.0151291122769972,-1.57227052799533,FALSE,-0.0158476180517704,""
k2020,V2_up_080,V2,up,0.8,2.27730854120339,AUCinf_Ci,AUC0-inf,0.79979742585522,7.02790976185975e-05,20000,-0.222004641916826,0.00139215914336902,0.00036584376715264,0.000675118535781384,0.00210919975095665,0.139312864675811,TRUE,0.00139215914336902,""
k2020,V2_up_080,V2,up,0.8,2.27730854120339,AUCinf_true,AUC0-inf,0.79979742585522,7.02790976185975e-05,20000,-0.223227574486536,0.000169226573658643,0.000360000351999683,-0.000536361150682478,0.000874814297999764,0.0169240893282963,TRUE,0.000169226573658643,reference: individual model AUC0-inf of trial subjects (no NCA)
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,Cmax,Cmax,0.941322121145971,9.26357235078126e-05,10000,-0.0650044847597835,-0.00453460468782155,0.000442020946728634,-0.00540094982382197,-0.00366825955182113,-0.452433889095627,FALSE,-0.00453460468782155,""
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,AUClast,AUC0-inf,0.80009024618209,0.000154431653069483,10000,-0.236483714585274,-0.0134529646363637,0.000550953985602492,-0.0145328146052834,-0.012373114667444,-1.33628779378182,FALSE,-0.0134529646363637,""
k2020,Vmax_up_080,Vmax,up,0.8,1.3969545986339,AUCinf_A,AUC0-inf,0.80009024618209,0.000154431653069483,10000,-0.169256348399197,0.0537744015497131,0.000561743658030178,0.0526734042114301,0.054875398887996,5.52465133217779,TRUE,0.0537744015497131,""
