model,config,ratio,pass_pct
k2016,P2,0.972613182473793,81.9062671723714
k2016,P2,0.980269841171001,82.6807787706429
k2016,P2,0.987986775035626,83.2085339811904
k2016,P2,0.995764458569137,83.5006924661734
k2016,P2,1.0036033700084,83.5691217809895
k2016,P2,1.01150399135509,83.4202479960703
k2016,P2,1.01946680840531,83.0536191547941
k2016,P2,1.02749231077948,82.4622600302248
k2016,P2,1.03558099195243,81.6329316953093
k2016,P2,1.04373334928377,80.5463772652175
k2016,P2,1.05194988404843,79.1776779610242
k2016,P2,1.0602311014675,77.4968958222134
k2016,P2,1.06857751073933,75.4702399293581
k2016,P2,1.07698962507078,73.0620517471134
k2016,P2,1.08546796170881,70.2379371953676
k2016,P2,1.09401304197229,66.9693327635248
k2016,P2,1.10262539128404,63.239614237918
k2016,P2,1.11130553920314,59.0514692974599
k2016,P2,1.12005401945749,54.4345359764573
k2016,P2,1.12887136997664,49.4489345960336
k2016,P2,1.13775813292487,44.1878375854414
k2016,P2,1.14671485473448,38.7789320177667
k2016,P2,1.15574208613945,33.3760289477075
k2016,P2,1.16484038220928,28.1436799063258
k2016,P2,1.17401030238312,23.237677801084
k2016,P2,1.18325241050414,18.7860441957196
k2016,P2,1.19256727485425,14.875309494721
k2016,P2,1.20195546818903,11.5451136432589
k2016,P2,1.21141756777292,8.79129981836602
k2016,P2,1.22095415541473,6.5751913961439
k2016,P2,1.23056581750342,4.83563172482796
k2016,P2,1.24025314504417,3.50068823205719
k2016,P2,1.25001673369468,2.49706234053204
k2016,P2,1.25985718380184,1.75648534210497
k2016,P2,1.26977510043861,1.21927781971578
k2016,P2,1.27977109344124,0.835701027525097
k2016,P2,1.28984577744676,0.565838477258758
k2016,P2,1.2999997719308,0.378648192229253
k2016,P2,1.31023370124565,0.250539889656382
k2016,P2,1.32054819465864,0.163977325077049
k2016,P2,1.33094388639089,0.106194900550275
k2016,P2,1.34142141565623,0.0680718239553852
k2016,P2,1.35198142670058,0.0432010161617938
k2016,P2,1.36262456884151,0.0271514940672488
k2016,P2,1.37335149650819,0.0169032762110453
k2016,P2,1.3841628692816,0.0104261821607297
k2016,P2,1.39505935193515,0.00637314648150564
k2016,P2,1.40604161447548,0.0038614601104809
k2016,P2,1.41711033218372,0.00231959306511794
k2016,P2,1.42826618565695,0.00138174305135081
k2016,P2,1.43950986085013,0.000816375710302317
k2016,P2,1.4508420491182,0.000478510906573713
k2016,P2,1.46226344725862,0.000278306937227574
k2016,P2,1.47377475755423,0.000160648968093316
k2016,P2,1.48537668781643,9.20544451904575e-05
k2016,P2,1.49706995142866,5.23739882792606e-05
k2016,P2,1.50885526739033,2.95925023894288e-05
k2016,P2,1.52073336036096,1.66086366149656e-05
k2016,P2,1.53270496070482,9.26112174942978e-06
k2016,P2,1.54477080453575,5.13170386551753e-06
k2016,P2,1.55693163376249,2.82630496743742e-06
k2016,P2,1.56918819613427,1.54748680998257e-06
k2016,P2,1.58154124528679,8.42512677635546e-07
k2016,P2,1.59399154078856,4.56203425758436e-07
k2016,P2,1.60653984818762,2.45733464041785e-07
k2016,P2,1.61918693905858,1.31699698375071e-07
k2016,P2,1.63193359105008,7.02442901776554e-08
k2016,P2,1.64478058793265,3.72935821297151e-08
k2016,P2,1.6577287196468,1.97126517611083e-08
k2016,P2,1.6707787823517,1.03761186780531e-08
k2016,P2,1.68393157847407,5.43994859002947e-09
k2016,P2,1.69718791675753,2.8412908871012e-09
k2016,P2,1.71054861231235,1.47872934964376e-09
k2016,P2,1.72401448666555,7.67016721530686e-10
k2016,P2,1.73758636781142,3.96602246143143e-10
k2016,P2,1.75126509026243,2.04470546955307e-10
k2016,P2,1.76505149510054,1.05129028991292e-10
k2016,P2,1.77894643002895,5.39165265738332e-11
k2016,P2,1.79295074942415,2.75879589632167e-11
k2016,P2,1.80706531438854,1.40866168443143e-11
k2016,P2,1.8212909928033,2.22044604925031e-14
k2016,P2,1.83562865938183,2.22044604925031e-14
k2016,P2,1.85007919572348,2.22044604925031e-14
k2016,P2,1.86464349036776,2.22044604925031e-14
k2016,P2,1.87932243884901,2.22044604925031e-14
k2016,P2,1.89411694375143,2.22044604925031e-14
k2016,P2,1.90902791476461,2.22044604925031e-14
k2016,P2,1.92405626873943,2.22044604925031e-14
k2016,P2,1.93920292974447,2.22044604925031e-14
k2016,F3A,0.407315350700749,2.22044604925031e-14
k2016,F3A,0.410521840884767,2.22044604925031e-14
k2016,F3A,0.413753573376208,2.22044604925031e-14
k2016,F3A,0.417010746888944,2.22044604925031e-14
k2016,F3A,0.420293561701175,2.22044604925031e-14
k2016,F3A,0.423602219667742,2.22044604925031e-14
